genus,sample,rel_abundance,top
Alistipes,B4,0.010543734415210185,0.1660421338537298
Alistipes,B5,0.05605426125057386,0.1442824558039769
Alistipes,B7,5.409143478323185e-4,0.7569585702331458
Alistipes,B8,0.06328272448705273,0.3625550015152845
Alistipes,B9,0.031238311449309913,0.026117633360898944
Alistipes,B10,0.0327882976314096,0.0021081705731400674
Alistipes,B11,0.007733118592311384,0.27043285413826135
Alistipes,B12,0.002357967529484893,0.6003291954279735
Alistipes,B13,0.029617423451511783,0.1667560183986081
Alistipes,B14,0.08915498296581932,0.053898674703305754
Alistipes,B15,0.04820588211596519,0.001415337283006098
Alistipes,B16,0.015157696470220465,0.22780701331072742
Alistipes,B17,0.010851611372260234,0.18980517627080934
Alistipes,B18,0.010016933834072293,0.03431682827315499
Alistipes,B20,0.02796246156617494,0.6026654681339082
Alistipes,B22,0.016559068721488022,0.4103282199359661
Alistipes,B23,0.01217796506459909,0.44181575669493994
Alistipes,B24,0.023944107897792933,0.08834152314375082
Alistipes,B25,5.211992638122348e-4,0.5133933342991902
Alistipes,B26,9.053217098123315e-4,0.5705518197107603
Alistipes,B27,0.00358746972470084,0.360151154582613
Alistipes,B28,0.013222647177693291,0.3062185435312653
Alistipes,B29,0.003594281054735445,0.5136956705233332
Alistipes,B30,0.06531811560114822,0.0013675926472713025
Alistipes,B31,0.021121689435336162,0.33906706782879714
Alistipes,B32,0.090763139662963,0.0012063350488209224
Alistipes,B33,0.005867862165275072,0.4116649210559803
Alistipes,B34,0.03393846657455304,0.05668824866111701
Alistipes,B36,0.04866049287062858,8.390544338507416e-4
Alistipes,B37,0.054555304479001095,0.008526422222749219
Alistipes,B38,0.0028611701978102184,0.7931257032783602
Alistipes,B39,0.014081862641139725,9.470121255387038e-4
Alistipes,B40,0.003960570715609253,0.49279830579120626
Alistipes,B41,0.06159865209650707,0.37134877157342217
Alistipes,B42,0.0024481534706822434,0.33271968185928963
Alistipes,B43,0.05882387956558646,0.2690692712725694
Alistipes,B44,1.7924121806327657e-4,0.41710402701156324
Alistipes,B45,0.05733234960242348,0.05937718971745111
Alistipes,B46,0.035216217568073555,0.016538983923334867
Alistipes,B47,0.12764188083839892,0.11323410210440993
Alistipes,B48,0.013193729116507976,0.4836337751278087
Alistipes,B49,0.0620102529318029,0.016553447044073646
Alistipes,B50,0.04901138834447062,0.024207676709923867
Alistipes,B52,0.004280538813532061,0.34102198258010374
Alistipes,B55,8.525829490421839e-4,0.6703928008409971
Alistipes,B56,0.01054334015878898,0.32355024849460384
Alistipes,B57,0.008290611506940562,0.32116255477937866
Alistipes,B58,0.008452420781318408,0.33637404964446466
Alistipes,B59,0.013410016173824387,0.07618423626481913
Alistipes,B61,0.011845655962160816,0.2310413052220371
Alistipes,B62,0.004404782828571459,0.4344219311099873
Alistipes,B63,0.003443450460075753,0.34692159108049647
Alistipes,B65,0.0023431658453316705,0.41222149773725614
Alistipes,B66,0.005045038512689198,0.4374537437429184
Alistipes,B67,5.507542151721248e-4,0.6000333072198077
Alistipes,B68,0.005293816088460178,0.4014457060055919
Alistipes,B69,0.0012742523175301823,0.6070150354985974
Alistipes,B70,0.00976740839030508,0.372816453575293
Alistipes,B71,0.0011496296322617632,0.014592179076163269
Alistipes,B72,0.011576464089512031,0.40760645798961975
Alistipes,B73,0.016881721623100934,0.09657502329916123
Alistipes,B74,0.04115494097190171,0.07254941397167182
Alistipes,B75,0.008314255126862916,0.5356290572821633
Alistipes,B76,0.013159366503944166,0.1129742626253766
Alistipes,B77,0.006476148435655069,0.5736300224315118
Alistipes,B78,0.007229654707680421,0.7558321623052321
Alistipes,B79,0.05845157073942381,0.07638513700976873
Alistipes,C1,0.04460556120066248,0.08963609017038178
Alistipes,C2,0.060299595728138734,0.02803696183253622
Alistipes,C3,0.04377242307420535,0.05646986573028636
Alistipes,C4,0.040172507414929975,0.01255682183976688
Alistipes,C5,2.4928544532417627e-4,0.6866634594128418
Alistipes,C6,3.058925838490091e-4,0.7093944790957842
Alistipes,C8,0.054035395863464966,0.16830594029019544
Alistipes,C9,0.0333737925997878,0.018321401021382737
Alistipes,C10,0.001715382443973833,0.6779294408245177
Alistipes,C11,0.010227720558633684,0.514697688585565
Alistipes,C12,0.005226330510760816,0.3209970321144655
Alistipes,C13,0.023520761512377267,0.290399219937027
Alistipes,C14,9.82937271259906e-5,0.0016035444103665837
Alistipes,C15,0.005375362312550862,0.3697826408457875
Alistipes,C16,0.01275544116633224,0.33446244440076434
Alistipes,C17,0.0037711143341406005,0.48970904422079486
Alistipes,C18,0.05021509395994565,0.08179640062200969
Alistipes,C19,0.02651106593840489,0.24732782687879795
Alistipes,C20,0.012916721022708057,0.4304016618108603
Alistipes,C21,0.04823244683480383,0.07925236760918722
Alistipes,C22,0.014991673789587535,0.2762446785557206
Alistipes,C23,0.07132668181122738,0.2181631621310592
Alistipes,C24,0.002372631054306321,0.6635362101711342
Alistipes,C25,0.07980280105492539,0.07573368312951453
Alistipes,C26,0.0423808519682562,0.35262784209768816
Alistipes,C27,0.04596072110195902,0.11043748418741789
Alistipes,C28,0.0011723860274080154,0.5398455138112771
Alistipes,C29,0.014167188320296124,0.09138490178619467
Alistipes,C30,0.010663208697698729,0.6500877227837771
Alistipes,C31,0.016406250101709118,0.15127898319264169
Alistipes,C32,0.029244535735552,0.37996736828495936
Alistipes,C33,0.019843811626744184,0.2807563066966047
Succinatimonas,A1,2.074272077428428e-5,0.6469011585155264
Succinatimonas,A2,1.539535445179417e-5,0.7032958304831517
Succinatimonas,A4,3.337683447426479e-6,0.7803563978385162
Succinatimonas,A6,1.6683684024371526e-6,0.0013637243321521285
Succinatimonas,A9,4.659963981585065e-6,6.924706476635407e-4
Succinatimonas,A10,6.217320210642809e-6,0.28725665134402006
Succinatimonas,A11,7.546471169461544e-7,7.908701785595698e-4
Succinatimonas,A12,2.205811683554256e-6,0.5343077769042063
Succinatimonas,A13,3.6261034933019406e-5,0.06640257144590697
Succinatimonas,A15,6.804373377859575e-6,0.001179819175256695
Succinatimonas,A16,2.416713993982382e-6,0.7207789069202605
Succinatimonas,A17,6.091242513146335e-6,0.6682462094556149
Succinatimonas,A18,4.7772003336874435e-6,0.0010862159258721825
Succinatimonas,A19,8.685389966595142e-6,0.08767117367793006
Succinatimonas,A21,1.1836837391294583e-5,0.45560320978609015
Succinatimonas,A22,1.6013902275989665e-5,0.0011328455351445792
Succinatimonas,A24,9.60959185106611e-6,0.4134039022334909
Succinatimonas,A25,0.09748440284311406,0.11317513598635391
Succinatimonas,A26,4.618025295805096e-5,0.08217753152373802
Succinatimonas,A27,3.154087177485309e-5,0.18184722640705683
Succinatimonas,A28,2.7333918763593434e-5,0.017990562532048154
Succinatimonas,A29,0.10079300756290104,0.11782184867929091
Succinatimonas,A30,0.05166544569079552,0.08575328773705222
Succinatimonas,A31,2.7626819379538475e-6,5.467040590550891e-4
Succinatimonas,A32,2.2974309848251203e-5,0.09309190350511387
Succinatimonas,A33,9.864197618545953e-6,0.41347520416916234
Succinatimonas,A34,0.04614260876187707,0.01614779274121731
Succinatimonas,A35,1.5526793034059574e-5,0.033993972498944175
Succinatimonas,A36,2.6166328407403074e-6,0.061086245169933655
Succinatimonas,A37,1.0690623437450842e-5,8.295923787461853e-4
Succinatimonas,A38,1.0242623654074063e-5,5.558129600519603e-4
Succinatimonas,A39,6.517130588090347e-6,0.001316770718346064
Succinatimonas,A41,2.74591358133396e-5,0.48399790493601796
Succinatimonas,A42,2.1528595825418065e-5,0.43348202104841455
Succinatimonas,A43,1.6978721417383665e-5,7.434720897573577e-4
Succinatimonas,A44,1.0349650775386704e-5,0.449675888509909
Succinatimonas,A45,1.4553281135564994e-5,0.30447312795638104
Succinatimonas,A46,2.762353292385888e-5,5.926943994013932e-4
Succinatimonas,A47,2.559308740428104e-5,0.015815880089582283
Succinatimonas,A48,1.2367550406012937e-5,0.6069694169716872
Succinatimonas,A49,4.798534074205902e-5,0.007480703697112311
Succinatimonas,A50,0.07340499614996426,0.09521337787717313
Succinatimonas,A51,4.626094787360452e-5,0.2692536963598802
Succinatimonas,A52,2.837805241426281e-5,0.43056552728786224
Succinatimonas,A53,4.6999535616528684e-5,0.0034281601575817267
Succinatimonas,A54,0.025020414438048918,0.39143611828195285
Succinatimonas,A55,0.046893565503661486,0.4061668721892793
Succinatimonas,A56,2.8965072340971207e-5,0.5211196153438393
Succinatimonas,A57,4.0345849059886195e-5,0.00432699977532174
Succinatimonas,A58,0.009512571639472202,0.19774113083623407
Succinatimonas,A59,0.083685038901015,0.37404109606456637
Succinatimonas,A60,0.08283213718932013,0.32678411568779064
Succinatimonas,A61,0.12350684187737317,0.4664418942098959
Succinatimonas,A62,0.02849941184957819,0.5284172911650201
Succinatimonas,A63,6.287189266510484e-5,0.18032092415611828
Succinatimonas,A64,4.1201018085565266e-5,0.06485544748930246
Succinatimonas,A66,1.0269015341087398e-5,7.08972819148674e-4
Succinatimonas,A67,4.2696341372979505e-5,0.14263499347195413
Succinatimonas,A68,2.6024142969206003e-5,0.03492672344886814
Succinatimonas,A69,1.3941295025079178e-5,0.017469654952948128
Succinatimonas,A70,3.293564184097983e-5,0.0614276528414842
Succinatimonas,A71,0.05832564433782371,0.04323759079249022
Succinatimonas,A72,1.0074273393031528e-5,0.5870883562523053
Succinatimonas,A73,1.528324631434963e-5,0.023405336527531812
Succinatimonas,A75,2.033412705592549e-5,0.06486794021932639
Succinatimonas,A77,0.06693968630643281,0.19067847891648732
Succinatimonas,A78,0.008445978932896942,0.007443527483443278
Succinatimonas,A79,3.549327021059783e-5,0.351068579632303
Succinatimonas,B1,0.13443127045741507,0.15879058979012467
Succinatimonas,B2,7.611440869592023e-5,0.3185640659268367
Succinatimonas,B4,1.7403609679830643e-4,0.1660421338537298
Succinatimonas,B5,5.030131134793e-4,0.1442824558039769
Succinatimonas,B7,0.041426045914739223,0.7569585702331458
Succinatimonas,B8,0.015361783144847398,0.3625550015152845
Succinatimonas,B9,8.80706305132108e-5,0.026117633360898944
Succinatimonas,B10,9.513004890064611e-5,0.0021081705731400674
Succinatimonas,B11,8.443132749605056e-4,0.27043285413826135
Succinatimonas,B12,0.019327643970933582,0.6003291954279735
Succinatimonas,B13,0.0027953632580878236,0.1667560183986081
Succinatimonas,B14,0.023665811837819625,0.053898674703305754
Succinatimonas,B15,4.1897355198463926e-5,0.001415337283006098
Succinatimonas,B16,0.011135013041933641,0.22780701331072742
Succinatimonas,B17,0.15857946709124385,0.18980517627080934
Succinatimonas,B18,0.01362430291093884,0.03431682827315499
Succinatimonas,B20,5.0647619759613893e-5,0.6026654681339082
Succinatimonas,B22,5.840080844460905e-5,0.4103282199359661
Succinatimonas,B23,0.07095954876609206,0.44181575669493994
Succinatimonas,B24,3.298651719512961e-5,0.08834152314375082
Succinatimonas,B25,0.0878852641356922,0.5133933342991902
Succinatimonas,B26,2.946179542384592e-4,0.5705518197107603
Succinatimonas,B27,0.0370993198889166,0.360151154582613
Succinatimonas,B28,0.08910637828459392,0.3062185435312653
Succinatimonas,B29,6.059517236519413e-5,0.5136956705233332
Succinatimonas,B30,4.0306020447337904e-5,0.0013675926472713025
Succinatimonas,B31,4.568665344728108e-5,0.33906706782879714
Succinatimonas,B32,2.86370337999032e-5,0.0012063350488209224
Succinatimonas,B33,0.05104296159982772,0.4116649210559803
Succinatimonas,B34,2.710119938032651e-5,0.05668824866111701
Succinatimonas,B36,9.06945805582951e-5,8.390544338507416e-4
Succinatimonas,B37,1.2227020977194605e-4,0.008526422222749219
Succinatimonas,B38,7.416520392418566e-5,0.7931257032783602
Succinatimonas,B39,8.079046069480081e-5,9.470121255387038e-4
Succinatimonas,B40,0.09082213008651249,0.49279830579120626
Succinatimonas,B41,0.018237567990628437,0.37134877157342217
Succinatimonas,B42,4.7541471029125736e-5,0.33271968185928963
Succinatimonas,B43,8.27828779536737e-5,0.2690692712725694
Succinatimonas,B44,4.7856522261229506e-5,0.41710402701156324
Succinatimonas,B45,0.018049563612906303,0.05937718971745111
Succinatimonas,B46,1.273756108308555e-4,0.016538983923334867
Succinatimonas,B47,0.003441412989642982,0.11323410210440993
Succinatimonas,B48,6.107982304395522e-5,0.4836337751278087
Succinatimonas,B49,0.03978918385810343,0.016553447044073646
Succinatimonas,B50,6.917853467952014e-5,0.024207676709923867
Succinatimonas,B52,0.05867057227237346,0.34102198258010374
Succinatimonas,B55,8.881420185832031e-5,0.6703928008409971
Succinatimonas,B56,0.011799135947380975,0.32355024849460384
Succinatimonas,B57,0.09531977223333339,0.32116255477937866
Succinatimonas,B58,0.09897137280876613,0.33637404964446466
Succinatimonas,B59,0.07632039439615704,0.07618423626481913
Succinatimonas,B61,1.2975622833725895e-4,0.2310413052220371
Succinatimonas,B62,9.686568521419897e-5,0.4344219311099873
Succinatimonas,B63,0.016562541180911067,0.34692159108049647
Succinatimonas,B65,0.21609379427073988,0.41222149773725614
Succinatimonas,B66,2.8652809232519888e-5,0.4374537437429184
Succinatimonas,B67,0.0039800256478067135,0.6000333072198077
Succinatimonas,B68,1.1154660765851122e-5,0.4014457060055919
Succinatimonas,B69,3.573416337739349e-5,0.6070150354985974
Succinatimonas,B70,0.03899948408850229,0.372816453575293
Succinatimonas,B71,0.2934313873874314,0.014592179076163269
Succinatimonas,B72,0.027707594169330208,0.40760645798961975
Succinatimonas,B73,0.05311395138981346,0.09657502329916123
Succinatimonas,B74,0.1564412834712069,0.07254941397167182
Succinatimonas,B75,5.908621654603689e-5,0.5356290572821633
Succinatimonas,B76,0.08458109775923811,0.1129742626253766
Succinatimonas,B77,0.10533390245980426,0.5736300224315118
Succinatimonas,B78,1.1206480884840139e-4,0.7558321623052321
Succinatimonas,B79,1.893677495272412e-4,0.07638513700976873
Succinatimonas,C1,0.04657597056207076,0.08963609017038178
Succinatimonas,C2,2.5886895210139053e-5,0.02803696183253622
Succinatimonas,C3,4.243657183760965e-5,0.05646986573028636
Succinatimonas,C4,2.917385456701887e-5,0.01255682183976688
Succinatimonas,C5,0.1146117567772761,0.6866634594128418
Succinatimonas,C6,0.028545192362020386,0.7093944790957842
Succinatimonas,C8,5.538827447121535e-5,0.16830594029019544
Succinatimonas,C9,4.173712104142023e-5,0.018321401021382737
Succinatimonas,C10,0.012470783111975057,0.6779294408245177
Succinatimonas,C11,0.02026405552092612,0.514697688585565
Succinatimonas,C12,0.04710558821536844,0.3209970321144655
Succinatimonas,C13,0.07236881815075051,0.290399219937027
Succinatimonas,C14,1.0923658346618878e-4,0.0016035444103665837
Succinatimonas,C15,0.09985120801266718,0.3697826408457875
Succinatimonas,C16,5.774605486696158e-5,0.33446244440076434
Succinatimonas,C17,0.01848597529287488,0.48970904422079486
Succinatimonas,C18,0.24150843075070613,0.08179640062200969
Succinatimonas,C19,0.004974592966463273,0.24732782687879795
Succinatimonas,C20,6.2638866743835e-5,0.4304016618108603
Succinatimonas,C21,3.450491743535417e-5,0.07925236760918722
Succinatimonas,C22,0.02178749353404756,0.2762446785557206
Succinatimonas,C23,0.023229466703031353,0.2181631621310592
Succinatimonas,C24,0.03225246441506368,0.6635362101711342
Succinatimonas,C25,4.168190207583649e-5,0.07573368312951453
Succinatimonas,C26,0.03813548685095743,0.35262784209768816
Succinatimonas,C27,2.514787381197866e-4,0.11043748418741789
Succinatimonas,C28,0.01433356491350435,0.5398455138112771
Succinatimonas,C29,7.81149148622715e-4,0.09138490178619467
Succinatimonas,C30,8.313796929396913e-5,0.6500877227837771
Succinatimonas,C31,0.10591626146839453,0.15127898319264169
Succinatimonas,C32,0.012155313852636487,0.37996736828495936
Succinatimonas,C33,3.5132096683530073e-5,0.2807563066966047
Clostridium,A1,0.007523384824832909,0.6469011585155264
Clostridium,A2,0.0028491902568399986,0.7032958304831517
Clostridium,A4,0.015136394434079083,0.7803563978385162
Clostridium,A6,0.029320907325471983,0.0013637243321521285
Clostridium,A9,0.06471633711919163,6.924706476635407e-4
Clostridium,A10,0.01132722597435465,0.28725665134402006
Clostridium,A11,0.0031337979276383973,7.908701785595698e-4
Clostridium,A12,0.014345023610062914,0.5343077769042063
Clostridium,A13,0.04436555575062317,0.06640257144590697
Clostridium,A15,0.01335077225200204,0.001179819175256695
Clostridium,A16,0.011243459767753785,0.7207789069202605
Clostridium,A17,0.009378363619946598,0.6682462094556149
Clostridium,A18,0.009481548362286154,0.0010862159258721825
Clostridium,A19,0.07154642944677667,0.08767117367793006
Clostridium,A21,0.014336231132764093,0.45560320978609015
Clostridium,A22,0.010428087501066443,0.0011328455351445792
Clostridium,A24,0.01884404002025406,0.4134039022334909
Clostridium,A25,0.01766753157864483,0.11317513598635391
Clostridium,A26,0.020274045509038986,0.08217753152373802
Clostridium,A27,0.046821867546149865,0.18184722640705683
Clostridium,A28,0.04670190320194369,0.017990562532048154
Clostridium,A29,0.022080626167010706,0.11782184867929091
Clostridium,A30,0.044506424211506634,0.08575328773705222
Clostridium,A31,0.011001920370911538,5.467040590550891e-4
Clostridium,A32,0.04337897794953589,0.09309190350511387
Clostridium,A33,0.011330017384661883,0.41347520416916234
Clostridium,A34,0.029450454917986677,0.01614779274121731
Clostridium,A35,0.07186925508657739,0.033993972498944175
Clostridium,A36,0.010601169016402958,0.061086245169933655
Clostridium,A37,0.04118730674789097,8.295923787461853e-4
Clostridium,A38,0.01254600896169319,5.558129600519603e-4
Clostridium,A39,0.005753384951076522,0.001316770718346064
Clostridium,A41,0.009897770318171956,0.48399790493601796
Clostridium,A42,0.028340524352351976,0.43348202104841455
Clostridium,A43,0.012952152330476446,7.434720897573577e-4
Clostridium,A44,0.01243053938422622,0.449675888509909
Clostridium,A45,0.011104546838358672,0.30447312795638104
Clostridium,A46,0.013726230434542405,5.926943994013932e-4
Clostridium,A47,0.10562526342252146,0.015815880089582283
Clostridium,A48,0.017729020924246282,0.6069694169716872
Clostridium,A49,0.011482470190425342,0.007480703697112311
Clostridium,A50,0.06877084157793178,0.09521337787717313
Clostridium,A51,0.009415204343418367,0.2692536963598802
Clostridium,A52,0.020431409459035495,0.43056552728786224
Clostridium,A53,0.024450280804688168,0.0034281601575817267
Clostridium,A54,0.005682600909216145,0.39143611828195285
Clostridium,A55,0.012205304449681605,0.4061668721892793
Clostridium,A56,0.007318039587661104,0.5211196153438393
Clostridium,A57,0.014320185398430066,0.00432699977532174
Clostridium,A58,0.030497361808710276,0.19774113083623407
Clostridium,A59,0.014345373596129042,0.37404109606456637
Clostridium,A60,0.019123704609394474,0.32678411568779064
Clostridium,A61,0.006782002584894129,0.4664418942098959
Clostridium,A62,0.025805853396074923,0.5284172911650201
Clostridium,A63,0.07325399334078257,0.18032092415611828
Clostridium,A64,0.09923685624460288,0.06485544748930246
Clostridium,A66,0.050401559575897883,7.08972819148674e-4
Clostridium,A67,0.015833601121790192,0.14263499347195413
Clostridium,A68,0.07396200846899967,0.03492672344886814
Clostridium,A69,0.05545847160976497,0.017469654952948128
Clostridium,A70,0.0946957148815102,0.0614276528414842
Clostridium,A71,0.048087393538583795,0.04323759079249022
Clostridium,A72,0.007126735984167142,0.5870883562523053
Clostridium,A73,0.01325885297962807,0.023405336527531812
Clostridium,A75,0.046860203291472696,0.06486794021932639
Clostridium,A77,0.022518888683112716,0.19067847891648732
Clostridium,A78,0.013134066815341934,0.007443527483443278
Clostridium,A79,0.06262936799422554,0.351068579632303
Clostridium,B1,0.05322253713498342,0.15879058979012467
Clostridium,B2,0.03497353792801643,0.3185640659268367
Clostridium,B4,0.04760258144033415,0.1660421338537298
Clostridium,B5,0.040081589720046655,0.1442824558039769
Clostridium,B7,0.003243281085830773,0.7569585702331458
Clostridium,B8,0.04510717670756555,0.3625550015152845
Clostridium,B9,0.007203879031470429,0.026117633360898944
Clostridium,B10,0.012321822527027862,0.0021081705731400674
Clostridium,B11,0.008210817630568062,0.27043285413826135
Clostridium,B12,0.005259025124724192,0.6003291954279735
Clostridium,B13,0.04648826287973594,0.1667560183986081
Clostridium,B14,0.08652638426116581,0.053898674703305754
Clostridium,B15,0.023667419290261282,0.001415337283006098
Clostridium,B16,0.013780457736706936,0.22780701331072742
Clostridium,B17,0.024787765774301224,0.18980517627080934
Clostridium,B18,0.03604402299633561,0.03431682827315499
Clostridium,B20,0.005644977025499737,0.6026654681339082
Clostridium,B22,0.017097834660658038,0.4103282199359661
Clostridium,B23,0.013446641438600585,0.44181575669493994
Clostridium,B24,0.02563731056032571,0.08834152314375082
Clostridium,B25,0.013322216618343537,0.5133933342991902
Clostridium,B26,0.018132845297609328,0.5705518197107603
Clostridium,B27,0.016009535926688336,0.360151154582613
Clostridium,B28,0.026082456137990758,0.3062185435312653
Clostridium,B29,0.010262073152505465,0.5136956705233332
Clostridium,B30,0.07322572831037297,0.0013675926472713025
Clostridium,B31,0.03947505321335114,0.33906706782879714
Clostridium,B32,0.046282219459610224,0.0012063350488209224
Clostridium,B33,0.023492657015234123,0.4116649210559803
Clostridium,B34,0.04328274696538888,0.05668824866111701
Clostridium,B36,0.011802863150170014,8.390544338507416e-4
Clostridium,B37,0.022330944495792458,0.008526422222749219
Clostridium,B38,0.0030554055674685307,0.7931257032783602
Clostridium,B39,0.058672934185786486,9.470121255387038e-4
Clostridium,B40,0.014232640068670756,0.49279830579120626
Clostridium,B41,0.041973854404056564,0.37134877157342217
Clostridium,B42,0.027899410299929386,0.33271968185928963
Clostridium,B43,0.04125854338681089,0.2690692712725694
Clostridium,B44,0.015054143209318424,0.41710402701156324
Clostridium,B45,0.02671107584750758,0.05937718971745111
Clostridium,B46,0.04482467223055755,0.016538983923334867
Clostridium,B47,0.025381344483488683,0.11323410210440993
Clostridium,B48,0.028929743420882705,0.4836337751278087
Clostridium,B49,0.04476105578572194,0.016553447044073646
Clostridium,B50,0.020649105397849876,0.024207676709923867
Clostridium,B52,0.035983180941929635,0.34102198258010374
Clostridium,B55,0.008987596562489722,0.6703928008409971
Clostridium,B56,0.037706892624929565,0.32355024849460384
Clostridium,B57,0.03116447492510582,0.32116255477937866
Clostridium,B58,0.024814707290419864,0.33637404964446466
Clostridium,B59,0.014375601196870345,0.07618423626481913
Clostridium,B61,0.033887210126194445,0.2310413052220371
Clostridium,B62,0.01948060583645406,0.4344219311099873
Clostridium,B63,0.023629330779254977,0.34692159108049647
Clostridium,B65,0.010405569983391835,0.41222149773725614
Clostridium,B66,0.015411313025703519,0.4374537437429184
Clostridium,B67,0.00876903002390136,0.6000333072198077
Clostridium,B68,0.021191531567457577,0.4014457060055919
Clostridium,B69,0.01158226084262355,0.6070150354985974
Clostridium,B70,0.010120296465503997,0.372816453575293
Clostridium,B71,0.07394384925938112,0.014592179076163269
Clostridium,B72,0.014095041073006772,0.40760645798961975
Clostridium,B73,0.04559941715114129,0.09657502329916123
Clostridium,B74,0.05319245539027738,0.07254941397167182
Clostridium,B75,0.014693917596163848,0.5356290572821633
Clostridium,B76,0.03581546280781428,0.1129742626253766
Clostridium,B77,0.015055930112946637,0.5736300224315118
Clostridium,B78,0.0028651727641227464,0.7558321623052321
Clostridium,B79,0.02314021052409066,0.07638513700976873
Clostridium,C1,0.02043123095493134,0.08963609017038178
Clostridium,C2,0.03672216060753344,0.02803696183253622
Clostridium,C3,0.018334300500171048,0.05646986573028636
Clostridium,C4,0.01902990791700543,0.01255682183976688
Clostridium,C5,0.0020689183292426205,0.6866634594128418
Clostridium,C6,0.004229630703243415,0.7093944790957842
Clostridium,C8,0.06608541280889854,0.16830594029019544
Clostridium,C9,0.10034440479417946,0.018321401021382737
Clostridium,C10,0.018582058923150672,0.6779294408245177
Clostridium,C11,0.007158741086065502,0.514697688585565
Clostridium,C12,0.021574737990407607,0.3209970321144655
Clostridium,C13,0.015909241905066283,0.290399219937027
Clostridium,C14,4.2446763803821334e-4,0.0016035444103665837
Clostridium,C15,0.015395091077365936,0.3697826408457875
Clostridium,C16,0.04188426776369866,0.33446244440076434
Clostridium,C17,0.015272546015916632,0.48970904422079486
Clostridium,C18,0.01880704039054748,0.08179640062200969
Clostridium,C19,0.02332895739682542,0.24732782687879795
Clostridium,C20,0.012374195961984592,0.4304016618108603
Clostridium,C21,0.052336787378954135,0.07925236760918722
Clostridium,C22,0.026833529732316484,0.2762446785557206
Clostridium,C23,0.015595377472077909,0.2181631621310592
Clostridium,C24,0.014036159193743568,0.6635362101711342
Clostridium,C25,0.041974919626250204,0.07573368312951453
Clostridium,C26,0.01686891457222518,0.35262784209768816
Clostridium,C27,0.040510915471423666,0.11043748418741789
Clostridium,C28,0.008656412016728548,0.5398455138112771
Clostridium,C29,0.04490010049904303,0.09138490178619467
Clostridium,C30,0.007227195896896692,0.6500877227837771
Clostridium,C31,0.04955137980052385,0.15127898319264169
Clostridium,C32,0.013124432086153555,0.37996736828495936
Clostridium,C33,0.028335879925092934,0.2807563066966047
Oscillibacter,A1,0.003391780558608385,0.6469011585155264
Oscillibacter,A2,0.0032519187335221596,0.7032958304831517
Oscillibacter,A4,0.0018961379664829828,0.7803563978385162
Oscillibacter,A6,0.008693534071419515,0.0013637243321521285
Oscillibacter,A9,0.01425327649834152,6.924706476635407e-4
Oscillibacter,A10,0.035495778256714614,0.28725665134402006
Oscillibacter,A11,0.0031000903564148024,7.908701785595698e-4
Oscillibacter,A12,0.010275301053905311,0.5343077769042063
Oscillibacter,A13,0.038146967769684265,0.06640257144590697
Oscillibacter,A15,0.01367057780076144,0.001179819175256695
Oscillibacter,A16,0.0014657370373503148,0.7207789069202605
Oscillibacter,A17,0.007089847976919207,0.6682462094556149
Oscillibacter,A18,2.3587426647581753e-4,0.0010862159258721825
Oscillibacter,A19,0.04077345727879106,0.08767117367793006
Oscillibacter,A21,0.017793498176975286,0.45560320978609015
Oscillibacter,A22,0.018284563178019648,0.0011328455351445792
Oscillibacter,A24,0.013904340209119502,0.4134039022334909
Oscillibacter,A25,0.012224067011294654,0.11317513598635391
Oscillibacter,A26,0.09006155233320012,0.08217753152373802
Oscillibacter,A27,0.015557813304756066,0.18184722640705683
Oscillibacter,A28,0.03652503544759465,0.017990562532048154
Oscillibacter,A29,0.022166150980400937,0.11782184867929091
Oscillibacter,A30,0.08345654314543158,0.08575328773705222
Oscillibacter,A31,0.008014233337344339,5.467040590550891e-4
Oscillibacter,A32,0.04277955731985878,0.09309190350511387
Oscillibacter,A33,0.007667243524943399,0.41347520416916234
Oscillibacter,A34,0.027225844084248753,0.01614779274121731
Oscillibacter,A35,0.02556020669266887,0.033993972498944175
Oscillibacter,A36,0.006512561264889831,0.061086245169933655
Oscillibacter,A37,0.028421480578038956,8.295923787461853e-4
Oscillibacter,A38,0.00771932319152923,5.558129600519603e-4
Oscillibacter,A39,0.019131812690218748,0.001316770718346064
Oscillibacter,A41,0.01383826977488955,0.48399790493601796
Oscillibacter,A42,0.016057992420998243,0.43348202104841455
Oscillibacter,A43,0.021437594872687343,7.434720897573577e-4
Oscillibacter,A44,0.005293237568623511,0.449675888509909
Oscillibacter,A45,0.02017753429657699,0.30447312795638104
Oscillibacter,A46,0.004418796021048163,5.926943994013932e-4
Oscillibacter,A47,0.0336170062502207,0.015815880089582283
Oscillibacter,A48,0.0029726094486985763,0.6069694169716872
Oscillibacter,A49,0.04582679137582145,0.007480703697112311
Oscillibacter,A50,0.04356522512738863,0.09521337787717313
Oscillibacter,A51,0.008426541800291048,0.2692536963598802
Oscillibacter,A52,0.015418584155902713,0.43056552728786224
Oscillibacter,A53,0.002948344002929404,0.0034281601575817267
Oscillibacter,A54,0.02344066635920227,0.39143611828195285
Oscillibacter,A55,0.026010665640458085,0.4061668721892793
Oscillibacter,A56,0.014716225249275381,0.5211196153438393
Oscillibacter,A57,0.051773348124343685,0.00432699977532174
Oscillibacter,A58,0.041083263853789395,0.19774113083623407
Oscillibacter,A59,0.016503736088423846,0.37404109606456637
